Review Title,Review Text
Must buy!,"This is an all-rounder for multitasking. Great Processor, excellent camera quality, durable battery backup. Ultra-smooth display and butter-like scrolling on the phone. I have used this for over a week now and have never got to regret this one. Lived in all aspects."
Terrific purchase,Osm
Wonderful,This phone is amazing but Display quality is standard.. This mobile performance is very good.
Worth every penny,Thanks
Delightful,Overall good
Brilliant,Awesome gaming phone
Perfect product!,Very good device
Wonderful,Not bad
Pretty good,Good product
Mind-blowing purchase,Good
Worthless,It is very slow after updated and miui is very buggy......Even my friend has poco X2 phone and it's camera and display suddenly dead and customer service charge  is 8k+ it is not trusted brand because of this issue.
Perfect product!,Beast Phone in low price segament
Super!,Totally good performance
Expected a better product,bad phone
Super!,Nice product
Simply awesome,Amazing
Good choice,Mind blowing camera
Nice product,Exlent
Good quality product,Good
Very poor,System very slow
Waste of money!,Battery is not so good and not the performance about this phone i look heavy battery drain issues
Terrific,Nice
Perfect product!,Good phone
Fabulous!,"The model is same as Poco x3, instead they have lowered down the camera and battery to give a better processor.SD 860 is a beast, BGMI runs smoothly even after long hours of gaming.Pros:1. Best gaming phone under 20k2. Best storage option(UFS 3.1) which loads up everything very quickly.Cons:1. Thick and heavy phone2. Camera is little bit low as per other mobile under same range"
Worth every penny,Facing some issues with video ..
Simply awesome,It's a good device....with Snapdragon 860...no lag issues..and good performance..
Awesome,Not bad
Good choice,Nice
Really Nice,Great product in this price segment. Well balanced mobile according to specifications... I don't found any lag during my usages.Camera takes wonderful pic's in day light condition. Battery performance also good.
Just okay,Very good performance in Gaming ☺️But very Heating
Nice product,It's vokey for gaming only
Perfect product!,I think made a good choice
Worth the money,Very good
Delightful,"Great phone, good performance, good camera, speaker volume and clarity excellent. Network clarity etc very good. Buttons fingerprint sensor all work well.Cons are only two things. Phone body vibrates when speakers are firing. Proximity sensor rarely works - screen never goes off during a call. A restart fixes the sensor for a few minutes but problem is back soon."
Really Nice,Best for gaming
Super!,The only problem is Battery draning but it's ok cuz it has fast charging
Terrible product,Poor quality in camera performance and compare to redmi mobile this mobile working slow and this camera having high Mega pix al but phone was not appropriate
Value-for-money,If you are looking gaming it's the beast in segment definitely Only for performance just go for it
Not good,Very poor for gaming
Classy product,Phone is awsome 😍 you won't regret it... Go for it...
Just wow!,This gaming Phone
Terrific,Nice phone good speed but camera quality is not good
Nice product,Good phone
Simply awesome,Best👍💯 percent
Must buy!,Nice nice nice
Perfect product!,Best phone under 20k.But MIUI software is bad 😐
Nice product,Good bt camera is  not so good
Nice,Good
Slightly disappointed,Camera quality need some more clarity for the money
Wonderful,Very good
Fabulous!,Very good price and bast prdakt
Wonderful,Nyce job ✨✨
Must buy!,Good
Does the job,Good
Decent product,Call and message app from miui is gone.Default apps of contact and message by google..Display 3/5Audio 5/5Battery 4/5Camera 3.5/5 (low light is poor)Total 4/5.
Expected a better product,When I playing games phone lagging so much company
Moderate,"Camera bad, ui is very very bad. Some features don't work. Even 3 finger screenshot is not work also so many software problems"
Worth the money,This is very good poco x3 pro phone
Terrific purchase,"Device is op in the Gaming field. It gives 90 fps and non fluctuation graphics,Ultra HDR and smooth graphics in the gaming field.Its performance is just Awesome.Totally satisfied with it."
Good choice,Except selfie. Everything is good
Good,Camera quality of poco X3 pro is not good.Hybrid slot instead of 2 sim plus memory.Phone asthetic feel not like high price phone.
Worthless,Please don't buy this phone because poco use very cheap hardware in this phone if you buy this phone your phone will definitely dead and company charge around 12 k for repair motherboad please this is my honest review don't buy this phone save your money 😠😡😡
Pretty good,Good
Excellent,Very nice 👍🏼
Value-for-money,Good
Mind-blowing purchase,Very good
Worth every penny,Good in all fields
Brilliant,Excellent
Worth every penny,Good
Does the job,Is not show mch good battery
Fair,Camera is good
Highly recommended,Phone is osm but the phone sencer is not working
Perfect product!,Only one issue ghost touch. So far
Fabulous!,Value for money
Must buy!,Good
Excellent,It's really amazing
Best in the market!,Very nice mobile fir this price sound quality good stereo speakers amazing mobile performance is very good overall very happy for purchasing this mobile
Mind-blowing purchase,Good
Perfect product!,Best gaming
Good,1. Use of 1 month the proxymity sensor problem 2. Charging animation problem3.software bugs
Really Nice,Received late but that's not a big problem the only thing that matters is mobile phone was well protected and is working excellent
Wonderful,Good phone 👍👍👍👌🏼👌🏼👌🏼
Best in the market!,Awesome ☺️
Nice product,Best gaming phone
Wonderful,fantastic
Good quality product,This is a osm phone
Perfect product!,This product is worthfull
Simply awesome,Good
Decent product,Poco x3 pro issue by vibration hard
Worth the money,Perfect
Wonderful,Nice product
Good quality product,🥰 nice phone 🥰
Pretty good,snapdragon 860👑❤ good performance 💥
Worth the money,Based on my experience performance is unbelievable. camera and display are okay. It had been better if they should have made the display AMOLED.
Classy product,Nice phone
Terrific purchase,This phone is lagging
Delightful,Good
Awesome,"Gaming lovers buy it... BGMI No lag,,, Free fire lovers perfect mobile..."
Perfect product!,Good.
Classy product,Good
Great product,Super 😘😘😘
Best in the market!,Superb product. Just loved it
Good quality product,Very nice
Simply awesome,Good
Wonderful,Perfect mobile in this budget
Terrific purchase,Best mobile
Super!,One word just awesome go for it
Terrific purchase,Nice 🙂🙂🙂
Classy product,Good for people with heavy usage
Must buy!,Smooth performance as expected….
Great product,Outstanding phone ... overall good
Best in the market!,Good .. very good
Utterly Disappointed,Not buy
Terrific,Good
Super!,Very nice
Excellent,One of the best phone under 20k
Pretty good,Thanks
Good quality product,All works good but battery percentage is displayed without decimals..
Perfect product!,Awesome mobile..
Best in the market!,"Performance is top notch, im not gonna lie about this but right after buying this phone i faced a serious display flickering issue though it was fixed in miui 12.5... Still sometimes I face display flickering and the system starts opening apps on its own,, bgmi runs pretty smooth on 60 fps, though 60 fps with HDR graphics causes device to overheat and lag.... Genshin impact also runs good at low settings 60fps,, but at high setting device turns into a volcano and it starts lagging....still I ..."
Brilliant,Most powerful
Great product,Good
Wonderful,Worth to buy 🔥
Does the job,.it's a good only I mean ..this is best in this price rang
Wonderful,Liked it
Terrific,Thank You pocoAnd thank you Flipkart
Brilliant,"Max value for money achieved.Get the 6gb,128gigs phone in cheaper price with good build quality and really fast charging.And it's fast and doesn't hang. I have tested with games like mortal combat."
Utterly Disappointed,BGMI is not working properly
Really Nice,"Good CPU,GPU performance👌Camera descent performance😐Battery good performance👌Stereo Speakers 👌"
